order_id,date,customer_id,customer_name,region,category,product,quantity,sales,profit
ORD-00648,2024-11-24,CUST-0009,Aditya Kapoor,North,Apparel,Cap,4,93.84,9.69
ORD-00563,2024-05-30,CUST-0039,Rohan Chopra,South,Office Supplies,Pen Set,1,17.61,0.99
ORD-00623,2024-07-15,CUST-0113,Kiara Iyer,,Electronics,Wireless Mouse,8,831.07,25.42
ORD-00805,2024-09-23,CUST-0095,Kabir Gupta,North,Apparel,Jacket,1,39.22,10.52
ORD-00605,2024-11-25,CUST-0051,Saanvi Reddy,East,Furniture,Filing Cabinet,4,829.04,78.44
ORD-00443,2024-02-24,CUST-0106,Saanvi Reddy,East,Apparel,Cap,9,222.21,69.31
ORD-01057,2024-06-08,CUST-0099,Vihaan Sharma,East,Electronics,Wireless Mouse,5,363.7,-16.77
ORD-01025,2024-05-25,CUST-0085,Ishaan Bose,West,Furniture,Standing Desk,4,533.6,4.15
ORD-00540,2024-03-11,CUST-0015,Kabir Mehta,East,Electronics,27in Monitor,7,530.68,177.08
ORD-00768,2024-03-14,CUST-0084,Aarav Iyer,East,Office Supplies,Stapler,10,168.13,58.77
ORD-00763,2024-08-01,CUST-0105,Ishaan Bose,East,Electronics,Webcam,6,538.95,36.53
ORD-00869,2024-05-02,CUST-0085,Ishaan Bose,North,Furniture,Filing Cabinet,9,2012.15,122.26
ORD-00690,2024-06-17,CUST-0104,Vivaan Mehta,East,Furniture,Bookshelf,4,944.28,109.89
ORD-00188,2024-04-03,CUST-0003,Rohan Kapoor,,Electronics,Mechanical Keyboard,7,604.42,
ORD-00407,2024-08-15,CUST-0096,Kabir Kapoor,West,Electronics,27in Monitor,11,1196.98,335.94
ORD-01012,2024-04-22,CUST-0065,Meera Rao,West,Electronics,Webcam,6,567.2,55.39
ORD-00752,2024-06-16,CUST-0086,Kiara Singh,East,Furniture,Office Chair,6,1131.45,39.92
ORD-01051,2024-11-09,CUST-0110,Arjun Mehta,North,Electronics,27in Monitor,9,589.72,103.91
ORD-00462,2024-10-01,CUST-0087,Rohan Patel,West,Apparel,Jacket,11,342.49,35.5
ORD-00671,2024-02-07,CUST-0089,Kiara Rao,South,Furniture,Filing Cabinet,2,346.54,1.15
ORD-00656,2024-11-01,CUST-0063,Meera Das,East,Apparel,Hoodie,8,352.83,0.09
ORD-00786,2024-07-27,CUST-0007,Arjun Sharma,West,Apparel,Jacket,11,285.41,-12.46
ORD-00715,2024-07-22,CUST-0057,Ishaan Chopra,South,Apparel,Jacket,6,243.45,70.93
ORD-00425,2024-07-29,CUST-0040,Saanvi Iyer,West,Furniture,Bookshelf,5,1085.85,191.75
ORD-00044,2024-06-28,CUST-0018,Vihaan Kapoor,,Furniture,Office Chair,8,1523.05,315.79
ORD-00662,2024-01-24,CUST-0087,Rohan Patel,North,Electronics,USB-C Hub,6,544.85,107.96
ORD-00636,2024-10-08,CUST-0111,Meera Kapoor,North,Apparel,T-Shirt,2,82.58,23.36
ORD-00529,2024-05-02,CUST-0026,Aditya Mehta,West,Furniture,Filing Cabinet,1,157.96,24.98
ORD-00988,2024-08-06,CUST-0095,Kabir Gupta,East,Apparel,T-Shirt,7,224.51,8.86
ORD-00219,2024-12-09,CUST-0032,Ishaan Nair,North,Apparel,T-Shirt,8,359.4,48.78
ORD-00821,2024-02-21,CUST-0098,Tara Reddy,West,Furniture,Bookshelf,1,148.86,28.17
ORD-01067,2024-12-28,CUST-0027,Kiara Rao,South,Electronics,27in Monitor,6,535.41,54.73
ORD-01087,2024-05-18,CUST-0015,Kabir Mehta,North,Electronics,Webcam,1,50.22,-1.96
ORD-00856,2024-03-25,CUST-0086,Kiara Singh,East,Furniture,Standing Desk,5,1086.44,176.54
ORD-00610,2024-08-02,CUST-0027,Kiara Rao,West,Furniture,Office Chair,9,2410.01,457.56
ORD-00486,2024-04-24,CUST-0117,Tara Chopra,West,Office Supplies,Notebook Pack,1,16.1,3.1
ORD-01018,2024-06-11,CUST-0030,Kabir Mehta,East,Apparel,Hoodie,1,36.85,8.53
ORD-00082,2024-06-09,CUST-0094,Vihaan Patel,East,Electronics,27in Monitor,6,317.43,62.75
ORD-00325,2024-04-22,CUST-0089,Kiara Rao,West,Furniture,Standing Desk,4,800.53,224.02
ORD-00020,2024-04-30,CUST-0095,Kabir Gupta,West,Electronics,Wireless Mouse,2,196.64,37.1
ORD-00455,2024-07-02,CUST-0052,Saanvi Patel,West,Electronics,Mechanical Keyboard,9,869.81,303.44
ORD-00839,2024-08-22,CUST-0042,Kiara Bose,West,Furniture,Bookshelf,3,827.91,28.72
ORD-00759,2024-05-24,CUST-0117,Tara Chopra,East,Electronics,USB-C Hub,9,11201.02,73.51
ORD-00035,2024-11-24,CUST-0104,Vivaan Mehta,South,Electronics,Mechanical Keyboard,10,755.01,130.72
ORD-00809,2024-03-15,CUST-0005,Aarav Gupta,West,Apparel,Jacket,10,283.81,49.74
ORD-00905,2024-04-16,CUST-0006,Ananya Bose,West,Office Supplies,Pen Set,5,93.33,24.25
ORD-00801,2024-08-25,CUST-0098,Tara Reddy,North,Furniture,Office Chair,2,335.5,44.51
ORD-00097,2024-06-02,CUST-0103,Tara Rao,South,Office Supplies,Pen Set,2,30.63,6.99
ORD-00447,2024-04-29,CUST-0059,Rohan Menon,East,Apparel,Hoodie,11,296.48,90.92
ORD-00475,2024-08-12,CUST-0056,Priya Iyer,South,Furniture,Standing Desk,1,275.46,36.83
ORD-00367,2024-10-04,CUST-0113,Kiara Iyer,North,Furniture,Filing Cabinet,6,1660.46,255.15
ORD-01090,2024-03-30,CUST-0101,Ishaan Menon,East,Office Supplies,Notebook Pack,3,42.32,6.97
ORD-00761,2024-10-23,CUST-0050,Rohan Bose,East,Electronics,Wireless Mouse,9,828.88,124.58
ORD-00919,2024-09-09,CUST-0078,Rohan Bose,South,Furniture,Bookshelf,3,817.31,189.35
ORD-00760,2024-05-17,CUST-0049,Tara Mehta,North,Electronics,Wireless Mouse,5,374.15,112.29
ORD-00393,2024-05-18,CUST-0081,Rohan Iyer,North,Apparel,Hoodie,5,109.54,31.78
ORD-00507,2024-03-27,CUST-0048,Priya Patel,North,Electronics,USB-C Hub,7,679.56,237.67
ORD-00435,2024-06-23,CUST-0024,Vivaan Sharma,North,Furniture,Standing Desk,9,1323.23,205.63
ORD-00649,2024-10-30,CUST-0101,Ishaan Menon,East,Furniture,Bookshelf,4,849.49,224.53
ORD-00943,2024-07-11,CUST-0032,Ishaan Nair,East,Office Supplies,Pen Set,7,136.58,0.46
ORD-00050,2024-01-21,CUST-0109,Zara Reddy,South,Furniture,Office Chair,5,680.5,4.55
ORD-00133,2024-05-23,CUST-0040,Saanvi Iyer,East,Furniture,Office Chair,1,184.76,-7.88
ORD-01075,2024-07-30,CUST-0047,Kabir Verma,East,Apparel,T-Shirt,5,177.13,-8.23
ORD-00973,2024-06-16,CUST-0026,Aditya Mehta,West,Electronics,Mechanical Keyboard,1,55.46,4.54
ORD-00451,2024-10-18,CUST-0109,Zara Reddy,East,Office Supplies,Notebook Pack,10,223.25,75.35
ORD-00032,2024-06-01,CUST-0035,Kiara Das,East,Furniture,Office Chair,5,871.38,89.03
ORD-00122,2024-08-09,CUST-0015,Kabir Mehta,North,Office Supplies,Notebook Pack,10,142.79,0.23
ORD-00256,2024-07-17,CUST-0087,Rohan Patel,South,Electronics,Mechanical Keyboard,6,643.66,210.27
ORD-00893,2024-11-23,CUST-0088,Aarav Reddy,West,Office Supplies,Printer Paper,5,61.51,-2.97
ORD-00360,2024-08-14,CUST-0025,Kabir Sharma,North,Furniture,Office Chair,10,2558.14,-80.8
ORD-00052,2024-12-11,CUST-0027,Kiara Rao,West,Furniture,Filing Cabinet,1,211.86,3.39
ORD-00876,2024-09-04,CUST-0100,Arjun Verma,North,Electronics,Webcam,5,557.54,52.42
ORD-00939,2024-08-03,CUST-0116,Rohan Kapoor,North,Electronics,27in Monitor,1,69.93,8.66
ORD-00773,2024-08-08,CUST-0055,Rohan Gupta,South,Electronics,Webcam,7,563.55,-18.0
ORD-00680,2024-05-17,CUST-0036,Arjun Nair,West,Office Supplies,Printer Paper,3,40.86,2.69
ORD-00806,2024-01-15,CUST-0003,Rohan Kapoor,West,Furniture,Office Chair,5,1057.44,-5.18
ORD-00125,2024-12-25,CUST-0043,Aditya Mehta,South,Furniture,Filing Cabinet,6,1158.75,147.26
ORD-00405,2024-04-24,CUST-0087,Rohan Patel,South,Electronics,Webcam,2,125.74,39.97
ORD-00731,2024-08-21,CUST-0081,Rohan Iyer,East,Electronics,Mechanical Keyboard,11,802.14,83.95
ORD-00832,2024-07-15,CUST-0089,Kiara Rao,West,Electronics,Mechanical Keyboard,8,857.32,62.23
ORD-01072,2024-01-03,CUST-0014,Kiara Rao,North,Electronics,Mechanical Keyboard,11,777.63,7.19
ORD-00726,2024-08-13,CUST-0117,Tara Chopra,South,Furniture,Standing Desk,5,861.67,104.7
ORD-00588,2024-03-13,CUST-0066,Diya Nair,West,Office Supplies,Stapler,6,100.3,25.53
ORD-00608,2024-04-21,CUST-0023,Zara Singh,,Office Supplies,Notebook Pack,4,40.59,10.06
ORD-00434,2024-02-25,CUST-0092,Kiara Bose,East,Office Supplies,Printer Paper,1,13.61,1.93
ORD-00675,2024-05-24,CUST-0070,Kiara Nair,South,Furniture,Office Chair,5,990.63,66.16
ORD-00361,2024-05-28,CUST-0017,Meera Menon,East,Office Supplies,Stapler,2,34.07,7.69
ORD-01100,2024-05-05,CUST-0053,Vivaan Sharma,North,Furniture,Filing Cabinet,3,427.27,85.83
ORD-00467,2024-10-28,CUST-0030,Kabir Mehta,West,Office Supplies,Stapler,6,121.8,25.22
ORD-00300,2024-04-27,CUST-0108,Ananya Das,North,Apparel,Cap,11,320.92,2.32
ORD-00494,2024-02-29,CUST-0101,Ishaan Menon,South,Furniture,Standing Desk,11,2159.53,617.69
ORD-00528,2024-02-03,CUST-0065,Meera Rao,North,Apparel,Jacket,11,272.67,47.02
